Date,AAPL,AMZN,GOOGL,JPM,MSFT
2023-02-08,149.9772491455078,100.05000305175781,98.77759552001953,134.10377502441406,261.4183349609375
2023-02-09,148.94068908691406,98.23999786376953,94.44359588623047,132.01666259765625,258.37017822265625
2023-02-10,149.30648803710938,97.61000061035156,94.00621032714844,132.59951782226562,257.86053466796875
2023-02-13,152.11448669433594,99.54000091552734,94.04598236083984,134.03797912597656,265.9168701171875
2023-02-14,151.47178649902344,99.69999694824219,94.11555480957031,134.63026428222656,266.75
2023-02-15,153.57777404785156,101.16000366210938,96.36209106445312,135.19436645507812,264.6177978515625
2023-02-16,151.97607421875,98.1500015258789,94.94060516357422,133.33285522460938,257.572998046875
2023-02-17,150.82916259765625,97.19999694824219,93.78752136230469,133.72772216796875,253.55441284179688
2023-02-21,146.8050537109375,94.58000183105469,91.24279022216797,131.27389526367188,248.258544921875
2023-02-22,147.23019409179688,95.79000091552734,91.10363006591797,130.26792907714844,247.11878967285156
2023-02-23,147.71466064453125,95.81999969482422,90.34814453125,131.3115234375,250.32188415527344
2023-02-24,145.05503845214844,93.5,88.59864044189453,132.49610900878906,244.86875915527344
2023-02-27,146.25137329101562,93.76000213623047,89.33423614501953,133.65249633789062,245.79234313964844
2023-02-28,145.74713134765625,94.2300033569336,89.52310180664062,134.77127075195312,245.06524658203125
2023-03-01,143.67080688476562,92.16999816894531,89.8213119506836,134.01918029785156,241.97030639648438
2023-03-02,144.26406860351562,92.12999725341797,91.45153045654297,132.6277313232422,246.72576904296875
2023-03-03,149.32627868652344,94.9000015258789,93.0916976928711,135.062744140625,250.83277893066406
2023-03-06,152.09469604492188,93.75,94.56287384033203,134.27301025390625,252.38519287109375
2023-03-07,149.8898468017578,93.55000305175781,93.30045318603516,130.32437133789062,249.7126922607422
2023-03-08,151.14553833007812,93.91999816894531,93.68812561035156,129.55340576171875,249.2705535888672
2023-03-09,148.89125061035156,92.25,91.7696304321289,122.53984832763672,247.91465759277344
2023-03-10,146.8248291015625,90.7300033569336,90.0896987915039,125.65177154541016,244.24978637695312
2023-03-13,148.77259826660156,92.43000030517578,90.56683349609375,123.3953857421875,249.48670959472656
